"Plot Title: cur_kal_10m_2022"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20700397, SEN S/N: 20700397)","Coupler Detached (LGR S/N: 20700397)","Coupler Attached (LGR S/N: 20700397)","Host Connected (LGR S/N: 20700397)","Stopped (LGR S/N: 20700397)","End Of File (LGR S/N: 20700397)"
1,11/30/21 12:15:00 AM,29.916,Logged,,,,
2,11/30/21 12:45:00 AM,29.115,,,,,
3,11/30/21 01:15:00 AM,28.692,,,,,
4,11/30/21 01:45:00 AM,28.345,,,,,
5,11/30/21 02:15:00 AM,27.974,,,,,
6,11/30/21 02:45:00 AM,27.677,,,,,
7,11/30/21 03:15:00 AM,27.554,,,,,
8,11/30/21 03:45:00 AM,27.382,,,,,
9,11/30/21 04:15:00 AM,27.284,,,,,
10,11/30/21 04:45:00 AM,27.161,,,,,
11,11/30/21 05:15:00 AM,27.112,,,,,
12,11/30/21 05:45:00 AM,27.087,,,,,
13,11/30/21 06:15:00 AM,27.014,,,,,
14,11/30/21 06:45:00 AM,26.965,,,,,
15,11/30/21 07:15:00 AM,26.940,,,,,
16,11/30/21 07:45:00 AM,26.965,,,,,
17,11/30/21 08:15:00 AM,26.012,,,,,
18,11/30/21 08:45:00 AM,26.598,,,,,
19,11/30/21 09:15:00 AM,28.048,,,,,
20,11/30/21 09:45:00 AM,28.965,,,,,
21,11/30/21 10:15:00 AM,30.824,,,,,
22,11/30/21 10:45:00 AM,30.041,,,,,
23,11/30/21 11:15:00 AM,27.628,,,,,
24,11/30/21 11:45:00 AM,28.221,,,,,
25,11/30/21 12:15:00 PM,28.245,,,,,
26,11/30/21 12:45:00 PM,28.245,,,,,
27,11/30/21 01:15:00 PM,28.196,,,,,
28,11/30/21 01:45:00 PM,28.171,,,,,
29,11/30/21 02:15:00 PM,28.245,,,,,
30,11/30/21 02:45:00 PM,28.270,,,,,
31,11/30/21 03:15:00 PM,28.245,,,,,
32,11/30/21 03:45:00 PM,28.221,,,,,
33,11/30/21 04:15:00 PM,28.245,,,,,
34,11/30/21 04:45:00 PM,28.221,,,,,
35,11/30/21 05:15:00 PM,28.221,,,,,
36,11/30/21 05:45:00 PM,28.221,,,,,
37,11/30/21 06:15:00 PM,28.245,,,,,
38,11/30/21 06:45:00 PM,28.196,,,,,
39,11/30/21 07:15:00 PM,28.221,,,,,
40,11/30/21 07:45:00 PM,28.221,,,,,
41,11/30/21 08:15:00 PM,28.245,,,,,
42,11/30/21 08:45:00 PM,28.245,,,,,
43,11/30/21 09:15:00 PM,28.245,,,,,
